model,event,aoi,region,aoi_name,threshold,tp,fp,fn,tn,precision,recall,f1,iou
r20,1111009,01,Pakistan,Larkana,0.1,118580914,689169359,50,123314774,0.14680392933770015,0.999999578347162,0.25602270389592835,0.14680392025049058
r20,1111009,01,Pakistan,Larkana,0.15,118580866,643724880,98,168759253,0.1555555190580972,0.9999991735604375,0.2692306846132348,0.1555554990602958
r20,1111009,01,Pakistan,Larkana,0.2,118580689,611393001,275,201091132,0.16244515470139753,0.9999976809093911,0.27948863032221377,0.16244509350412245
r20,1111009,01,Pakistan,Larkana,0.25,118580323,585865062,641,226619071,0.16833146404955154,0.9999945944106172,0.28815680845231356,0.16833131087888342
r20,1111009,01,Pakistan,Larkana,0.3,118579805,563779812,1159,248704321,0.17377904853358284,0.9999902260872158,0.2961013783368282,0.17377875336726564
r20,1111009,01,Pakistan,Larkana,0.35,118578964,543677331,2000,268806802,0.1790529812932922,0.9999831338864812,0.30372260706888216,0.1790524405587098
r20,1111009,01,Pakistan,Larkana,0.4,118577464,524971117,3500,287513016,0.18425565295434937,0.9999704843013419,0.3111740380042608,0.18425465086795362
r20,1111009,01,Pakistan,Larkana,0.45,118574577,507266705,6387,305217428,0.18946429455895178,0.9999461380664775,0.3185680643939273,0.18946236100785094
r20,1111009,01,Pakistan,Larkana,0.5,118569391,490146850,11573,322337283,0.19478598239011008,0.9999024042341231,0.3260548512626279,0.1947822791616353
r20,1111009,01,Pakistan,Larkana,0.55,118559333,473074645,21631,339409488,0.20039304267274521,0.9998175845492367,0.33386887824728423,0.2003857162790795
r20,1111009,01,Pakistan,Larkana,0.6,118541297,455485032,39667,356999101,0.20650846661773942,0.9996654859375237,0.342304501260861,0.20649419722815285
r20,1111009,01,Pakistan,Larkana,0.65,118507100,436898443,73864,375585690,0.21337039482877468,0.9993771006955214,0.35166015571287984,0.21334202223629867
r20,1111009,01,Pakistan,Larkana,0.7,118442430,416972901,138534,395511232,0.22121598531514594,0.9988317349148891,0.3622113180320081,0.2211587624337283
r20,1111009,01,Pakistan,Larkana,0.75,118314650,395373413,266314,417110720,0.23032392325612597,0.997754158922169,0.3742541384998129,0.23020457708836672
r20,1111009,01,Pakistan,Larkana,0.8,118056569,371558605,524395,440925528,0.241121140171199,0.9955777472006384,0.38821873939620444,0.24086316728286836
r20,1111009,01,Pakistan,Larkana,0.83,117783129,355825827,797835,456658306,0.24869278232145592,0.9932718121603397,0.3977883615445531,0.24827454251176603
r20,1111009,01,Pakistan,Larkana,0.85,117515449,344504921,1065515,467979212,0.25435122914602226,0.9910144515269753,0.4048059903355302,0.25376599202543176
r20,1111009,01,Pakistan,Larkana,0.9,116211025,311125464,2369939,501358669,0.27194266811135803,0.9800141698966117,0.4257457766238516,0.2704428359168041
r20,1111009,01,Pakistan,Larkana,0.95,111012148,254276696,7568816,558207437,0.3039023770460398,0.9361717450703133,0.4588513115081567,0.2977333173200733
r20,1111010,01,Peru,Sechura,0.05,4731333,18853599,0,1343153,0.20060829516065595,1.0,0.3341777596727534,0.20060829516065595
r20,1111010,01,Peru,Sechura,0.1,4731333,17792461,0,2404291,0.21005932659480014,1.0,0.3471884757682472,0.21005932659480014
r20,1111010,01,Peru,Sechura,0.15,4731333,17183717,0,3013035,0.2158942370653957,1.0,0.35512009265948025,0.2158942370653957
r20,1111010,01,Peru,Sechura,0.2,4731333,16743826,0,3452926,0.22031655272028486,1.0,0.36108098710807995,0.22031655272028486
r20,1111010,01,Peru,Sechura,0.25,4731333,16397760,0,3798992,0.2239250402277088,1.0,0.3659129977209192,0.2239250402277088
r20,1111010,01,Peru,Sechura,0.3,4731326,16064714,7,4132038,0.22751091073108148,0.9999985205015162,0.37068647839321345,0.22751083415035558
r20,1111010,01,Peru,Sechura,0.35,4731316,15732912,17,4463840,0.23119933964770134,0.9999964069322536,0.3755674263414893,0.23119914758643673
r20,1111010,01,Peru,Sechura,0.4,4731300,15382393,33,4814359,0.23522781221727904,0.9999930252214334,0.38086496669393705,0.23522742628591042
r20,1111010,01,Peru,Sechura,0.45,4731252,15035213,81,5161539,0.23935751789710502,0.9999828800889728,0.38625936910737857,0.23935653705002383
r20,1111010,01,Peru,Sechura,0.5,4731218,14700069,115,5496683,0.2434845411937974,0.99997569395348,0.3916146510601913,0.24348310019009436
r20,1111010,01,Peru,Sechura,0.55,4731084,14388018,249,5808734,0.24745325381913857,0.9999473721253609,0.39672936782914026,0.24745003112291836
r20,1111010,01,Peru,Sechura,0.6,4730957,14076960,376,6119792,0.25154072085707313,0.9999205297957257,0.4019632741060144,0.25153569226085537
r20,1111010,01,Peru,Sechura,0.65,4730594,13758601,739,6438151,0.25585721822934965,0.9998438072314927,0.40744930520098427,0.2558469922066785
r20,1111010,01,Peru,Sechura,0.7,4729820,13426648,1513,6770104,0.2605033093440861,0.9996802169705662,0.4133048867385731,0.2604816031033406
r20,1111010,01,Peru,Sechura,0.75,4728348,13065295,2985,7131457,0.26573243039663097,0.9993690995751092,0.4198315683000062,0.26568785952035406
r20,1111010,01,Peru,Sechura,0.8,4725364,12650910,5969,7545842,0.27194345577193363,0.9987384105071446,0.4274876064152941,0.2718500713630571
r20,1111010,01,Peru,Sechura,0.83,4723439,12366682,7894,7830070,0.2763841753958325,0.9983315484240911,0.4329169816090166,0.2762565713037449
r20,1111010,01,Peru,Sechura,0.85,4721808,12154855,9525,8041897,0.27978327232107436,0.9979868252773584,0.43704265772725986,0.2796254548391857
r20,1111010,01,Peru,Sechura,0.9,4713669,11442387,17664,8754365,0.2917586445602813,0.9962665912545153,0.45134114177698326,0.2914400026709996
r20,1111010,01,Peru,Sechura,0.95,4645341,9596715,85992,10600037,0.3261706736723967,0.9818249951969138,0.489669083367236,0.324213109838828
r20,1111011,01,Philippines,Tuguegarao,0.05,10539352,100379568,6,53065789,0.09501852344036527,0.9999994307053618,0.1735468701441659,0.09501851830047471
r20,1111011,01,Philippines,Tuguegarao,0.1,10539314,68337614,44,85107743,0.1336171966535005,0.9999958251726528,0.2357358926761955,0.13361712211772023
r20,1111011,01,Philippines,Tuguegarao,0.15,10539206,54229089,152,99216268,0.1627216835027076,0.9999855778691643,0.27989734323548765,0.1627213016239219
r20,1111011,01,Philippines,Tuguegarao,0.2,10538839,45712409,519,107732948,0.18735298103963843,0.9999507560137914,0.31557848120138327,0.18735125245043413
r20,1111011,01,Philippines,Tuguegarao,0.25,10538158,39629501,1200,113815856,0.21005879504961553,0.99988614107235,0.34718088684871473,0.21005377060698152
r20,1111011,01,Philippines,Tuguegarao,0.3,10537027,34803340,2331,118642017,0.23239836148657553,0.9997788290330398,0.3771323856729789,0.232386414235871
r20,1111011,01,Philippines,Tuguegarao,0.35,10535075,30744377,4283,122700980,0.2552135382029781,0.999593618510729,0.4066120005457478,0.25518706095754173
r20,1111011,01,Philippines,Tuguegarao,0.4,10531862,27315596,7496,126129761,0.278271317455455,0.999288761231946,0.4353194886805529,0.27821621444844447
r20,1111011,01,Philippines,Tuguegarao,0.45,10526880,24372961,12478,129072396,0.3016311736205331,0.9988160569173189,0.46333915349168014,0.3015233677258735
r20,1111011,01,Philippines,Tuguegarao,0.5,10518987,21789916,20371,131655441,0.3255754923031587,0.9980671498207007,0.4909878139511893,0.32537034391802305
r20,1111011,01,Philippines,Tuguegarao,0.55,10506189,19467295,33169,133978062,0.3505161095053214,0.9968528443573128,0.5186596882045451,0.3501286531356896
r20,1111011,01,Philippines,Tuguegarao,0.6,10485445,17307681,53913,136137676,0.37726756608810397,0.9948846030280023,0.5470788170158762,0.37653716073726906
r20,1111011,01,Philippines,Tuguegarao,0.65,10451767,15257219,87591,138188138,0.4065413937368047,0.9916891522235035,0.5766755579234185,0.4051610025624718
r20,1111011,01,Philippines,Tuguegarao,0.7,10396371,13267493,142987,140177864,0.43933530889122757,0.9864330445934183,0.6079176400398769,0.43669660468744903
r20,1111011,01,Philippines,Tuguegarao,0.75,10305884,11328464,233474,142116893,0.47636674791401157,0.9778474172715264,0.640640155038403,0.47128077043978134
r20,1111011,01,Philippines,Tuguegarao,0.8,10156720,9423957,382638,144021400,0.5187113806126316,0.963694373034866,0.6744162149877979,0.5087692099233018
r20,1111011,01,Philippines,Tuguegarao,0.83,10021890,8303210,517468,145142147,0.5468941506458355,0.9509013736889856,0.6944104060433076,0.5318749546240193
r20,1111011,01,Philippines,Tuguegarao,0.85,9904231,7566016,635127,145879341,0.5669199181900519,0.9397376007153377,0.7072024757221675,0.5470326655500185
r20,1111011,01,Philippines,Tuguegarao,0.9,9467685,5806636,1071673,147638721,0.6198432650459552,0.8983170511904046,0.7335401513282939,0.5792052168867797
r20,1111011,01,Philippines,Tuguegarao,0.95,8579512,4126313,1959846,149319044,0.6752424183396198,0.8140450300672963,0.7381754748930134,0.5850064412327264
r20,1111013,01,USA,St Louis,0.05,16017265,227033626,1007,189513906,0.06590086929572293,0.9999371342926378,0.12365242404399938,0.06590059625866407
r20,1111013,01,USA,St Louis,0.1,16011459,158080643,6813,258466889,0.09197119694723428,0.9995746732231792,0.16844382200836655,0.0919675978451675
r20,1111013,01,USA,St Louis,0.15,16002562,130637554,15710,285909978,0.10912813244092087,0.9990192450221846,0.19676282541297532,0.10911644246577698
r20,1111013,01,USA,St Louis,0.2,15992064,114721219,26208,301826313,0.12234459752648091,0.9983638684622161,0.2179771624447107,0.12232007236436311
r20,1111013,01,USA,St Louis,0.25,15979943,103521679,38329,313025853,0.13372155735258556,0.9976071701117324,0.23583169272549753,0.13367868119671555
r20,1111013,01,USA,St Louis,0.3,15966829,94565573,51443,321981959,0.1444538317370503,0.9967884800557762,0.2523389010160467,0.14438663260442788
r20,1111013,01,USA,St Louis,0.35,15951003,86843095,67269,329704437,0.1551743077700823,0.9958004833480165,0.26850744581561664,0.15507282729384686
r20,1111013,01,USA,St Louis,0.4,15932386,79952374,85886,336595158,0.16616181758185555,0.9946382481206463,0.28475342830746536,0.16601311613553169
r20,1111013,01,USA,St Louis,0.45,15910426,73776817,107846,342770715,0.17739898638650314,0.9932673137277229,0.30103303503133205,0.17718592605882935
r20,1111013,01,USA,St Louis,0.5,15883846,68074758,134426,348472774,0.18918663773875993,0.9916079587111518,0.31775039660171017,0.188884215493246
r20,1111013,01,USA,St Louis,0.55,15850439,62638211,167833,353909321,0.2019456188888457,0.9895224029158701,0.335434456324797,0.20151471811929347
r20,1111013,01,USA,St Louis,0.6,15805603,57321851,212669,359225681,0.2161377449295582,0.9867233494349453,0.35460147579032564,0.21551099662049925
r20,1111013,01,USA,St Louis,0.65,15743761,52001919,274511,364545613,0.23239505456288873,0.9828626333726884,0.37590778906897804,0.23145717129785773
r20,1111013,01,USA,St Louis,0.7,15653677,46629769,364595,369917763,0.2513296550739983,0.977238805783795,0.3998297202112474,0.24986698307134617
r20,1111013,01,USA,St Louis,0.75,15516410,41155873,501862,375391659,0.27379186400519634,0.9686694045400153,0.4269168119572068,0.27138857957561063
r20,1111013,01,USA,St Louis,0.8,15288476,35515867,729796,381031665,0.30092852494913674,0.954439779771501,0.4575838883288241,0.29666695314342983
r20,1111013,01,USA,St Louis,0.83,15076067,31987996,942205,384559536,0.3203307585237594,0.9411793606701148,0.4779806264305213,0.3140437202908587
r20,1111013,01,USA,St Louis,0.85,14883817,29547431,1134455,387000101,0.334985346349038,0.9291774418613943,0.4924378886714072,0.32664517433210677
r20,1111013,01,USA,St Louis,0.9,14108813,23026697,1909459,393520835,0.3799278103357137,0.8807949446731832,0.5308677000631865,0.3613477833725518
r20,1111013,01,USA,St Louis,0.95,12333616,15030563,3684656,401516969,0.45072121476767124,0.7699716923273622,0.5685993168066968,0.39723281082849005
r20,118,01,Spain,Zaragoza,0.05,551260,7832827,122,45359,0.06575074900821043,0.9997787377897719,0.12338692014935086,0.06574979225827982
r20,118,01,Spain,Zaragoza,0.1,551100,7722887,282,155299,0.06660634105419794,0.9994885578419317,0.12488996210809997,0.06660407100615172
r20,118,01,Spain,Zaragoza,0.15,550779,7612824,603,265362,0.06746763653254574,0.9989063843215774,0.1263981521482825,0.06746265344113071
r20,118,01,Spain,Zaragoza,0.2,550261,7506425,1121,371761,0.0682986776448778,0.997966926740445,0.12784773540357722,0.06828917595072705
r20,118,01,Spain,Zaragoza,0.25,549553,7403240,1829,474946,0.06910188659506164,0.9966828804712522,0.12924310706211947,0.06908599805245302
r20,118,01,Spain,Zaragoza,0.3,548717,7299898,2665,578288,0.06991258967346468,0.9951666902437875,0.1306469514215303,0.06988885888670382
r20,118,01,Spain,Zaragoza,0.35,547809,7193115,3573,685071,0.07076790832722295,0.9935199190397945,0.13212464663026183,0.07073525885541695
r20,118,01,Spain,Zaragoza,0.4,546857,7078997,4525,799189,0.0717109191967221,0.9917933483501457,0.1337510620948203,0.07166839288061576
r20,118,01,Spain,Zaragoza,0.45,545772,6955140,5610,923046,0.07276075229252123,0.9898255655788546,0.13555689844409555,0.07270637453670288
r20,118,01,Spain,Zaragoza,0.5,544514,6814390,6868,1063796,0.07399389909149515,0.9875440257389614,0.1376723926290402,0.07392490563107303
r20,118,01,Spain,Zaragoza,0.55,543003,6650512,8379,1227674,0.0754850723186092,0.9848036388565459,0.1402221359431894,0.07539724966793457
r20,118,01,Spain,Zaragoza,0.6,541130,6458140,10252,1420046,0.07731234828775001,0.9814067198421421,0.14333331744066605,0.07719927264655137
r20,118,01,Spain,Zaragoza,0.65,538909,6237087,12473,1641099,0.07953207174266337,0.977378659441186,0.1470946360348818,0.07938594107154352
r20,118,01,Spain,Zaragoza,0.7,536108,5992959,15274,1885227,0.08211096623759566,0.9722986967293092,0.1514333342419386,0.08191932541412497
r20,118,01,Spain,Zaragoza,0.75,532361,5724004,19021,2154182,0.08509110322048026,0.9655030450758276,0.1563985853175801,0.08483318795051013
r20,118,01,Spain,Zaragoza,0.8,527405,5424176,23977,2454010,0.08861594927465492,0.9565147211914788,0.16220452123132179,0.088260376687834
r20,118,01,Spain,Zaragoza,0.83,523322,5224641,28060,2653545,0.0910447753404119,0.9491096916475329,0.16615124270856735,0.0906024785566124
r20,118,01,Spain,Zaragoza,0.85,519831,5076662,31551,2801524,0.09288513360063168,0.9427783279105956,0.16910916373543705,0.09236441648288464
r20,118,01,Spain,Zaragoza,0.9,504857,4596904,46525,3281282,0.0989573992196028,0.9156211120421051,0.178611084134967,0.09806312236732768
r20,118,01,Spain,Zaragoza,0.95,465645,3636826,85737,4241360,0.11350354457106461,0.8445052613251792,0.20011160644738887,0.11118000825173917
r20,118,02,Spain,Trespaderne,0.05,66725,7269464,14,1394421,0.009095321835356204,0.9997902276030507,0.018026651076438943,0.009095304478352086
r20,118,02,Spain,Trespaderne,0.1,66548,6218036,191,2445849,0.010589085928360572,0.9971381051559058,0.02095563396791503,0.010588764116456038
r20,118,02,Spain,Trespaderne,0.15,66339,5680980,400,2982905,0.011542599253669407,0.9940065029443055,0.022820205783980824,0.011541795971584555
r20,118,02,Spain,Trespaderne,0.2,66116,5340137,623,3323748,0.012229542346612339,0.9906651283357557,0.02416082464582444,0.012228133214077778
r20,118,02,Spain,Trespaderne,0.25,65853,5086774,886,3577111,0.012780471010224493,0.9867244040216365,0.025234099313977982,0.012778273771697093
r20,118,02,Spain,Trespaderne,0.3,65569,4878723,1170,3785162,0.013261554940525357,0.9824690211120933,0.02616986404594184,0.013258417514885363
r20,118,02,Spain,Trespaderne,0.35,65238,4696698,1501,3967187,0.013699890128720756,0.9775094022985061,0.027021077210621962,0.013695573175419345
r20,118,02,Spain,Trespaderne,0.4,64864,4527677,1875,4136208,0.014123771567853178,0.9719054825514317,0.027842928521144897,0.014118007598789487
r20,118,02,Spain,Trespaderne,0.45,64410,4365321,2329,4298564,0.014540386312396847,0.9651028633932184,0.02864914032563322,0.014532745495322717
r20,118,02,Spain,Trespaderne,0.5,63892,4207363,2847,4456522,0.014958601160548831,0.9573412847060939,0.029456933319870888,0.014948637164017143
r20,118,02,Spain,Trespaderne,0.55,63222,4049853,3517,4614032,0.015370981564887583,0.9473021771378055,0.03025110686743477,0.015357849405527679
r20,118,02,Spain,Trespaderne,0.6,62277,3887744,4462,4776141,0.015766245293379454,0.933142540343727,0.031008574074627315,0.01574845561354038
r20,118,02,Spain,Trespaderne,0.65,60987,3716329,5752,4947556,0.016145591208148857,0.913813512339112,0.03173055536406217,0.016121042497782224
r20,118,02,Spain,Trespaderne,0.7,59287,3530896,7452,5132989,0.016513642897868993,0.8883411498524101,0.032424536263010256,0.016479437185817906
r20,118,02,Spain,Trespaderne,0.75,56966,3329588,9773,5334297,0.016821228895213248,0.8535638831867424,0.0329922772264039,0.016772825467041307
r20,118,02,Spain,Trespaderne,0.8,53402,3102773,13337,5561112,0.016919847600339016,0.8001618244205038,0.03313895437482973,0.01684865051780842
r20,118,02,Spain,Trespaderne,0.83,50281,2953876,16458,5710009,0.016737141234629216,0.7533975636434469,0.03274679442091168,0.016645947927822646
r20,118,02,Spain,Trespaderne,0.85,47856,2847239,18883,5816646,0.016530027512050554,0.7170619877432985,0.032315112865879715,0.0164229105367302
r20,118,02,Spain,Trespaderne,0.9,40539,2530397,26200,6133488,0.015768187150516387,0.6074259428520056,0.03073843441667377,0.015609117119781175
r20,118,02,Spain,Trespaderne,0.95,30085,2026066,36654,6637819,0.014631707496190699,0.45078589730142793,0.02834343748380745,0.0143754434837455
r20,130,06,Myanmar,Pathein,0.05,7866720,6909935,2,3735909,0.5323748845729971,0.9999997457645001,0.6948362870078965,0.532374812516796
r20,130,06,Myanmar,Pathein,0.1,7866652,4885651,70,5760193,0.6168808881031136,0.9999911017575046,0.7630479132742699,0.6168775019363063
r20,130,06,Myanmar,Pathein,0.15,7866267,3966834,455,6679010,0.6647680096704998,0.9999421614237798,0.7986129621570711,0.6647424493533474
r20,130,06,Myanmar,Pathein,0.2,7865609,3442195,1113,7203649,0.6955912040923242,0.9998585179443229,0.820422783853953,0.6955227454582963
r20,130,06,Myanmar,Pathein,0.25,7864482,3102196,2240,7543648,0.717125277134972,0.9997152562401468,0.835163273758323,0.7169788305464586
r20,130,06,Myanmar,Pathein,0.3,7863039,2835222,3683,7810622,0.7349829098392721,0.9995318253269914,0.8470828117644924,0.7347299705548823
r20,130,06,Myanmar,Pathein,0.35,7861160,2596015,5562,8049829,0.7517479625233392,0.9992929710748645,0.858022723004828,0.7513483326590356
r20,130,06,Myanmar,Pathein,0.4,7858892,2365879,7830,8279965,0.7686130085456193,0.9990046680180131,0.8687941896227138,0.7680248648413047
r20,130,06,Myanmar,Pathein,0.45,7855793,2171668,10929,8474176,0.7834279285653667,0.9986107301109661,0.8780275690709098,0.782574994595747
r20,130,06,Myanmar,Pathein,0.5,7851490,2006010,15232,8639834,0.7964991123510018,0.9980637424329981,0.8859615953806039,0.7952702453586302
r20,130,06,Myanmar,Pathein,0.55,7845747,1859625,20975,8786219,0.8083921976406468,0.9973337051951244,0.8929780366528883,0.8066488888377106
r20,130,06,Myanmar,Pathein,0.6,7838391,1724446,28331,8921398,0.8196721328618275,0.9963986270266065,0.8994365261909381,0.81725093335869
r20,130,06,Myanmar,Pathein,0.65,7827732,1596465,38990,9049379,0.8305993603486854,0.995043678930055,0.9054153801773057,0.8271771444440441
r20,130,06,Myanmar,Pathein,0.7,7812615,1472713,54107,9173131,0.8413935404328204,0.9931220399042956,0.9109832352401025,0.8365190185487666
r20,130,06,Myanmar,Pathein,0.75,7790459,1347692,76263,9298152,0.8525202746157291,0.9903056190367474,0.9162619444438074,0.8454643995809175
r20,130,06,Myanmar,Pathein,0.8,7756381,1216439,110341,9429405,0.8644306918003481,0.9859737003544805,0.9212104462223497,0.8539297057489127
r20,130,06,Myanmar,Pathein,0.83,7725986,1132552,140736,9513292,0.8721513640286919,0.9821099563452224,0.9238703613576112,0.8585121422016931
r20,130,06,Myanmar,Pathein,0.85,7698815,1073052,167907,9572792,0.8776711958811049,0.9786560399617528,0.9254168126876624,0.8611867593073382
r20,130,06,Myanmar,Pathein,0.9,7584198,905600,282524,9740244,0.8933307953852376,0.9640861848175136,0.927360832255272,0.86455991925513
r20,130,06,Myanmar,Pathein,0.95,7231369,690110,635353,9955734,0.9128811677718265,0.9192353562258841,0.9160472431279536,0.8450988636916092
