model,threshold,pooled_precision,pooled_recall,pooled_f1,pooled_iou,pooled_fpr,pooled_fnr,event_min_f1,event_q10_f1,event_median_f1,event_mean_f1,event_max_f1,pass_rate_f1_ge_030,pass_rate_f1_ge_050,pass_rate_f1_ge_060,pass_rate_f1_ge_070,event_median_precision,event_median_recall,false_positive_pixels,false_negative_pixels,flood_pixels,valid_pixels,false_positive_per_flood_pixel,false_negative_per_flood_pixel,aggregation_bias_index,tail_gap_median_minus_q10
r19,0.05,0.1917148956740638,0.9874139112096758,0.32108783004798086,0.19124754456759763,0.43131838228941133,0.012586088790324164,0.023832022655332148,0.0553989998435178,0.3469870648946624,0.3425681165603915,0.9124217694242385,0.7142857142857143,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.21145947659914308,0.9738990088357505,839882154.0,2539225.0,201748537.0,2148992588.0,4.163014842580989,0.012586088790324164,-0.02589923484668155,0.2915880650511446
r19,0.1,0.2352175587884722,0.9345293790160174,0.3758380758163517,0.23140431395426228,0.31481189771009344,0.06547062098398265,0.026331220730815882,0.06732976626445852,0.4516746852751298,0.40164394944463755,0.9040504626419047,0.7142857142857143,0.35714285714285715,0.07142857142857142,0.07142857142857142,0.3008634265678206,0.9075628705639616,613015595.0,13208602.0,201748537.0,2148992588.0,3.03851321112678,0.06547062098398265,-0.07583660945877807,0.38434491901067125
r19,0.15,0.28442046063404375,0.890939699850215,0.4311894997770746,0.2748512326477948,0.23223913138559127,0.10906030014978497,0.026758754958077953,0.08396485254761932,0.5092475283922545,0.44629500405466327,0.8913294987102697,0.7857142857142857,0.5,0.21428571428571427,0.07142857142857142,0.3669102353145961,0.8305924292298184,452226267.0,22002756.0,201748537.0,2148992588.0,2.24153430664035,0.10906030014978497,-0.07805802861517991,0.4252826758446352
r19,0.2,0.32821312850210366,0.8559200258289853,0.4744807429762835,0.3110290091663569,0.18150924883734565,0.14407997417101467,0.02625548978422761,0.10135735046073463,0.4919856524979691,0.47284366540539907,0.8797127123299597,0.7857142857142857,0.42857142857142855,0.21428571428571427,0.14285714285714285,0.4075111479309549,0.7731764930841651,353442805.0,29067924.0,201748537.0,2148992588.0,1.751897734951109,0.14407997417101467,-0.017504909521685597,0.3906283020372345
r19,0.25,0.3651866883635513,0.8258004022105995,0.506422473458039,0.33906674709450474,0.1487291805314649,0.17419959778940058,0.026246936306193576,0.11753256358388289,0.4877835086517964,0.4871770105123165,0.8685550327313152,0.8571428571428571,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.4316595829524248,0.7170282727007131,289612012.0,35144514.0,201748537.0,2148992588.0,1.435509849570805,0.17419959778940058,0.01863896480624261,0.37025094506791356
r19,0.3,0.39632899691119683,0.7981911462386466,0.529662556376796,0.3602319716973283,0.12596253195588786,0.20180885376135344,0.026401047963399822,0.12759634148813565,0.5061904403767514,0.49284453467850653,0.857340111996474,0.8571428571428571,0.5,0.2857142857142857,0.14285714285714285,0.4623390685610573,0.6737188391918882,245279791.0,40714641.0,201748537.0,2148992588.0,1.2157698620634856,0.20180885376135344,0.02347211600004462,0.3785940988886158
r19,0.35,0.4240288108218252,0.7723795885568181,0.5474906371585015,0.37692744099594844,0.10869916068882113,0.22762041144318187,0.02673204294756431,0.12911582102058722,0.5209204356124064,0.4933112378839883,0.8456354093828288,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.48482698032247545,0.6351028685862314,211663794.0,45922085.0,201748537.0,2148992588.0,1.0491466116554788,0.22762041144318187,0.02657020154609513,0.3918046145918192
r19,0.4,0.44997359595161657,0.7480979007049752,0.5619435959264142,0.3907660327749282,0.09474252439249074,0.2519020992950249,0.026930615179074007,0.11432522307123874,0.535376484035134,0.4909357397568931,0.8329814778596175,0.8571428571428571,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.5001608398875477,0.594198707791727,184486817.0,50820880.0,201748537.0,2148992588.0,0.9144394291196273,0.2519020992950249,0.026567111891280137,0.42105126096389534
r19,0.45,0.4756865279085469,0.7249771927714153,0.5744520763016258,0.40296931920134577,0.08279126487366015,0.27502280722858474,0.027766444799328566,0.10121030910131351,0.5376066465094316,0.4863684909676153,0.8187535991264873,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.5039945269690064,0.5542298132861623,161214798.0,55485449.0,201748537.0,2148992588.0,0.7990878169292499,0.27502280722858474,0.036845429792194184,0.43639633740811806
r19,0.5,0.5065091212831057,0.702693695369895,0.5886866310122412,0.4171197155416071,0.07093293412762877,0.29730630463010493,0.03181531499964961,0.09094891103434677,0.535597202847601,0.4818779848483578,0.8195162821451342,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.519976097219409,0.5249233259742866,138123734.0,59981112.0,201748537.0,2148992588.0,0.684633138132744,0.29730630463010493,0.05308942816464013,0.44464829181325427
r19,0.55,0.523335601763708,0.6816647547734138,0.5920984715152076,0.4205538949534588,0.06432699791054593,0.3183352452265862,0.03349679366276877,0.07988325017262665,0.5258155392117196,0.47099035352296864,0.8216945535020266,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.5199805116945202,0.5036906085156048,125260364.0,64223670.0,201748537.0,2148992588.0,0.6208737166703717,0.3183352452265862,0.06628293230348792,0.445932289039093
r19,0.6,0.5380463662719596,0.6614617631651029,0.593405062233054,0.42187345219308137,0.05884010478355802,0.3385382368348971,0.03342268082790866,0.06870123534970693,0.5150481868184891,0.45907767439065983,0.8205151936812526,0.7857142857142857,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.5183984081456272,0.48374366983312866,114576044.0,68299594.0,201748537.0,2148992588.0,0.5679151170251113,0.3385382368348971,0.07835687541456493,0.4463469514687821
r19,0.65,0.5520964319659061,0.6417848918527721,0.5935718095467152,0.4220420307100145,0.05394473689420454,0.35821510814722785,0.02736033975824894,0.061562446348880764,0.5034217543144741,0.4465189027212217,0.8168068786121945,0.7142857142857143,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.525056973670831,0.4642636115412967,105043568.0,72269374.0,201748537.0,2148992588.0,0.5206658227216785,0.35821510814722785,0.09015005523224107,0.44185930796559336
r19,0.7,0.5661106113912422,0.622147207937374,0.5928076054400075,0.42126976220999934,0.04940386180694512,0.37785279206262595,0.01886297485353087,0.05516959236825676,0.49061860686540204,0.4330007303547623,0.8118909911726718,0.7142857142857143,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5335894487632615,0.4445903145532327,96201376.0,76231248.0,201748537.0,2148992588.0,0.47683803526168816,0.37785279206262595,0.1021889985746055,0.4354490144971453
r19,0.75,0.5806744029022831,0.6017793031133604,0.5910385087155026,0.41948521117967164,0.045024194042331676,0.39822069688663964,0.011793036706952042,0.04930864881868045,0.47627561346701724,0.41836639486447236,0.8068586883793175,0.6428571428571429,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.5402644194497681,0.4241245150057972,87673094.0,80340443.0,201748537.0,2148992588.0,0.43456619464853913,0.39822069688663964,0.11476289524848532,0.4269669646483368
r19,0.8,0.596302488337175,0.5793544763102793,0.5877063229182623,0.4161360575745524,0.04063720464795504,0.42064552368972075,0.006543388040837912,0.04293294211981433,0.45940719721167933,0.40168830194772076,0.8021704170485965,0.6428571428571429,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.5407430484182442,0.401673917601159,79130555.0,84864619.0,201748537.0,2148992588.0,0.39222368685627695,0.42064552368972075,0.12829912570658297,0.416474255091865
r19,0.85,0.6136817063707686,0.5525969985100809,0.5815396741136193,0.409979513350309,0.03604131488498254,0.4474030014899191,0.002055716268769008,0.03650695823937654,0.4382605244997868,0.38145116542193047,0.7973561707538251,0.5714285714285714,0.35714285714285715,0.2857142857142857,0.07142857142857142,0.5410998488471082,0.3752858030678763,70181236.0,90262901.0,201748537.0,2148992588.0,0.3478649066981834,0.4474030014899191,0.14327914961383248,0.40175356626041026
r19,0.9,0.6343874956505949,0.5162477733357739,0.5692527265398074,0.39787091480041575,0.030825819172062268,0.48375222666422607,0.0001242405794580626,0.027918975404633617,0.40817704844677916,0.35413080819146386,0.7906001888767308,0.5714285714285714,0.2857142857142857,0.2857142857142857,0.07142857142857142,0.5399815686969568,0.34005147103821953,60025393.0,97596304.0,201748537.0,2148992588.0,0.297525790732252,0.48375222666422607,0.16107567809302825,0.38025807304214554
r19,0.95,0.6617654397019315,0.4512695425394832,0.5366131199961824,0.3666925864435676,0.02389680994331614,0.5487304574605169,0.0,0.0037054159722214393,0.3523120947155269,0.307786078576612,0.7754030924008619,0.5714285714285714,0.2857142857142857,0.21428571428571427,0.07142857142857142,0.4758638396349799,0.2731263154079441,46532921.0,110705567.0,201748537.0,2148992588.0,0.23064812113110889,0.5487304574605169,0.18430102528065556,0.3486066787433054
r20,0.05,0.12373612307115534,0.9995705247666802,0.22021231995536908,0.12372954506003037,0.7334016012356532,0.00042947523331978365,0.01766789385050185,0.04963473179831252,0.19005525572515136,0.21557255226334787,0.6948362870078965,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.0,0.10502315218441827,0.9999945060958432,1428111905.0,86646.0,201748537.0,2148992588.0,7.078672917464576,0.00042947523331978365,0.030157064230217717,0.14042052392683885
r20,0.1,0.14809707185055962,0.9988351935360007,0.2579482187191106,0.14807149907418216,0.5952884875445948,0.0011648064639992904,0.019112494920540783,0.05213593240997052,0.24583576888552822,0.2551886178661533,0.7630479132742699,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1401810618614004,0.9999185298262083,1159171966.0,234998.0,201748537.0,2148992588.0,5.745627617611919,0.0011648064639992904,0.012112449833582395,0.1936998364755577
r20,0.15,0.16333706259126163,0.9980730467453154,0.28073170432451755,0.1632855703968071,0.5296855504425931,0.001926953254684568,0.020311604109007456,0.053893589693271335,0.28004207472433285,0.2814578900695491,0.7986129621570711,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1628216226514917,0.9997369384508537,1031427037.0,388760.0,201748537.0,2148992588.0,5.112438743483924,0.001926953254684568,0.0006896296001847046,0.2261484850310615
r20,0.2,0.1747233436011582,0.9973015764669461,0.2973518105892927,0.17464078160045932,0.48805092793168325,0.0026984235330539223,0.021394302433866988,0.05526689787315028,0.30912019820920744,0.3014333715177491,0.820422783853953,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.1830202474917207,0.99942110717544,950354266.0,544403.0,201748537.0,2148992588.0,4.710588141712274,0.0026984235330539223,-0.011768387619914722,0.2538533003360572
r20,0.25,0.18424694588857243,0.996487810962416,0.3109925149907059,0.1841273752490177,0.4571096712519883,0.0035121890375839505,0.022454186813931208,0.056436801638420436,0.3325362962975267,0.318190900631737,0.835163273758323,0.5714285714285714,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.19977855655767618,0.9989258091685984,890104088.0,708579.0,201748537.0,2148992588.0,4.411948166940115,0.0035121890375839505,-0.021543781306820775,0.2760994946591062
r20,0.3,0.19301474936578342,0.9956175196452601,0.3233445213100258,0.19285090194120585,0.43127833132612303,0.004382480354739821,0.02346218034085737,0.05751299025861838,0.3550214149067362,0.33413793693304983,0.8470828117644924,0.6428571428571429,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.21636395249904516,0.9982502234878814,839804165.0,884159.0,201748537.0,2148992588.0,4.162628277200345,0.004382480354739821,-0.03167689359671044,0.29750842464811783
r20,0.35,0.20150678078365186,0.9946403328813235,0.33512060385681325,0.20128821621142304,0.40835477843244417,0.005359667118676553,0.02465037847959189,0.05855214803651392,0.370492125165791,0.3511446333657528,0.858022723004828,0.7142857142857143,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.22743145894839217,0.9973457225945206,795166413.0,1081305.0,201748537.0,2148992588.0,3.9413738747458673,0.005359667118676553,-0.03537152130897775,0.31193997712927707
r20,0.4,0.20985466351844426,0.9935182925267012,0.34651675680467653,0.2095677462899713,0.38757364060885247,0.006481707473298803,0.0260045420817125,0.05961536859324752,0.39561122116362096,0.36908439536308385,0.8687941896227138,0.7142857142857143,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.2467622879946938,0.9961487102054246,754700466.0,1307675.0,201748537.0,2148992588.0,3.740797713938317,0.006481707473298803,-0.049094464358944434,0.33599585257037345
r20,0.45,0.2181115723585542,0.9922120525711668,0.3576116774750586,0.21773880912967095,0.36851959343847035,0.007787947428833152,0.027625026716177326,0.06072146776117192,0.4228051632640977,0.3863314847126466,0.8780275690709098,0.7857142857142857,0.21428571428571427,0.07142857142857142,0.07142857142857142,0.2696727255173068,0.9936492484746645,717597586.0,1571207.0,201748537.0,2148992588.0,3.556891151086761,0.007787947428833152,-0.06519348578903911,0.3620836955029258
r20,0.5,0.22641192605991303,0.9906422320177717,0.368583787826997,0.2259287268796068,0.35068509961517913,0.009357767982228293,0.029456933319870888,0.062002317750004886,0.44498455286845484,0.40313230701253716,0.8859615953806039,0.7857142857142857,0.2857142857142857,0.07142857142857142,0.07142857142857142,0.28839006924439226,0.9916452015577235,682869474.0,1887916.0,201748537.0,2148992588.0,3.384755518698012,0.009357767982228293,-0.07640076504145782,0.38298223511845
r20,0.55,0.23498962146022315,0.9886884384197542,0.37972654655448357,0.23435954329005018,0.3334787073384671,0.01131156158024581,0.03025110686743477,0.06430537074590785,0.4675685866743333,0.4198482012999752,0.8929780366528883,0.7857142857142857,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.3082131815286719,0.9890151887473093,649364429.0,2282091.0,201748537.0,2148992588.0,3.218682220233399,0.01131156158024581,-0.08784204011984975,0.40326321592842546
r20,0.6,0.24413209179269754,0.9861915182066475,0.3913783272811178,0.2433004191840911,0.3163532540688193,0.013808481793352484,0.031008574074627315,0.06722540559797466,0.49082668764764426,0.43670028395321075,0.8994365261909381,0.7857142857142857,0.5,0.14285714285714285,0.07142857142857142,0.3295593727574375,0.9829230181656722,616016992.0,2785841.0,201748537.0,2148992588.0,3.053390131894736,0.013808481793352484,-0.09944836036652643,0.4236012820496696
r20,0.65,0.2541276099606941,0.9828747308338598,0.40384015130825535,0.25300733610061266,0.2988827546814778,0.01712526916614022,0.03173055536406217,0.07099108093452706,0.5150242870690146,0.4538121732530467,0.9054153801773057,0.7857142857142857,0.5,0.2857142857142857,0.07142857142857142,0.35294850593557076,0.9779018445789696,581997666.0,3454998.0,201748537.0,2148992588.0,2.8847677145733157,0.01712526916614022,-0.11118413576075925,0.44403320613448755
r20,0.7,0.26522524583504375,0.9782699787309982,0.41731064257608175,0.26367185741068105,0.28079417868510415,0.021730021269001816,0.032424536263010256,0.07535088432772749,0.5401840039703301,0.47133406287509605,0.9109832352401025,0.7857142857142857,0.5714285714285714,0.42857142857142855,0.07142857142857142,0.3788439196931082,0.9705577476386371,546774794.0,4384000.0,201748537.0,2148992588.0,2.710179722393724,0.021730021269001816,-0.12287336139424831,0.46483311964260254
r20,0.75,0.27763807422798414,0.971558594251417,0.4318641954688479,0.2753997416684,0.2618995968882793,0.02844140574858295,0.0329922772264039,0.08025093903643928,0.5654138262810338,0.4887017611484922,0.9162619444438074,0.7857142857142857,0.5714285714285714,0.42857142857142855,0.07142857142857142,0.4070215535890712,0.9581784032638205,509982432.0,5738012.0,201748537.0,2148992588.0,2.5278122933798524,0.02844140574858295,-0.13354963081218585,0.4851628872445945
r20,0.8,0.2916123887880689,0.9611955153855712,0.4474692718655072,0.2882192691948728,0.24191719099518255,0.0388044846144287,0.03313895437482973,0.08529840941571046,0.5889203909138494,0.5051105388550076,0.9212104462223497,0.7857142857142857,0.5714285714285714,0.5,0.14285714285714285,0.4365438099476556,0.9399148831396851,471071811.0,7828748.0,201748537.0,2148992588.0,2.334945363197355,0.0388044846144287,-0.14145111904834218,0.503621981498139
r20,0.83,0.3008703550674763,0.9520639547438206,0.45724315771009666,0.29638057351371966,0.2292104694174259,0.04793604525617948,0.03274679442091168,0.08772774387061472,0.6010175276921739,0.5136310871767781,0.9238703613576112,0.7857142857142857,0.5714285714285714,0.5,0.14285714285714285,0.4542213205714044,0.9243813664107715,446328723.0,9671027.0,201748537.0,2148992588.0,2.2123021541415193,0.04793604525617948,-0.1437743699820772,0.5132897838215591
r20,0.85,0.3074682931721604,0.9440916937107703,0.4638663183635589,0.30197001986793415,0.22031471750019485,0.05590830628922974,0.032315112865879715,0.08853224795873642,0.6074874537592555,0.5182645408696949,0.9254168126876624,0.7857142857142857,0.5714285714285714,0.5,0.21428571428571427,0.46548710499006074,0.9113394410784341,429006523.0,11279419.0,201748537.0,2148992588.0,2.126441804135611,0.05590830628922974,-0.1436211353956966,0.5189552058005191
r20,0.9,0.3262448137602997,0.9130109726644511,0.4807160846064941,0.316409645186025,0.19535499045671498,0.0869890273355489,0.03073843441667377,0.08648152813225385,0.5988625463652022,0.5219743480103701,0.927360832255272,0.7857142857142857,0.6428571428571429,0.5,0.21428571428571427,0.49012303324847106,0.8621111240748733,380403843.0,17549909.0,201748537.0,2148992588.0,1.8855345801094954,0.0869890273355489,-0.11814646175870808,0.5123810182329483
r20,0.95,0.3564820809700286,0.8381537507754021,0.5002140155342664,0.333523596509976,0.15676050048438434,0.16184624922459784,0.026730543307447018,0.07987388817288188,0.5673468500132735,0.4992237526901394,0.9160472431279536,0.7857142857142857,0.5714285714285714,0.35714285714285715,0.21428571428571427,0.502553227941378,0.7435752688097983,305250952.0,32652244.0,201748537.0,2148992588.0,1.5130268429158422,0.16184624922459784,-0.06713283447900709,0.48747296184039157
