control_family,control_column,control_bin,model,n_model_rows,n_grids,valid_pixels,flood_pixels,tp,fp,fn,tn,precision,recall,f1,iou,fp_rate_valid,fp_rate_nonflood,predicted_positive_rate
official_water_memory,jrc_memory_control_bin,dry_or_trace,r19,31958,31958,1591204311,73657674,31570627,26044405,42087047,1491502232,0.547958161335396,0.42861286931216425,0.48099301007781464,0.3166496357613566,0.016367731547705693,0.017162177665581688,0.03620844388222626
official_water_memory,jrc_memory_control_bin,dry_or_trace,r20,31958,31958,1591204311,73657674,67787647,324077980,5870027,1193468657,0.17298696882133016,0.9203066472069156,0.2912320257842475,0.170433920917736,0.2036683647471591,0.2135538849999771,0.24626983743761363
official_water_memory,jrc_memory_control_bin,high,r19,57,57,2854770,150781,142643,2079464,8138,624525,0.06419267839037454,0.9460276825329451,0.12022733479203401,0.06395844402744989,0.7284173506096814,0.7690356728522194,0.7783838978271455
official_water_memory,jrc_memory_control_bin,high,r20,57,57,2854770,150781,150561,2660625,220,43364,0.053557822214538635,0.998540930223304,0.10166284769546724,0.05355363117244539,0.9319927699954812,0.9839629525120109,0.9847329206906336
official_water_memory,jrc_memory_control_bin,low,r19,7945,7945,396070697,104061333,67857863,28234703,36203470,263774661,0.7061718281099914,0.6520948852346529,0.6780568686298737,0.5129243857314062,0.07128702833575189,0.09669108761868335,0.24261468148955237
official_water_memory,jrc_memory_control_bin,low,r20,7945,7945,396070697,104061333,101411530,81810141,2649803,210199223,0.5534909132009826,0.9745361420653722,0.7060043830507983,0.5456002893698471,0.20655438945537544,0.28016273135679304,0.4625984007092552
official_water_memory,jrc_memory_control_bin,missing_jrc_water_memory,r19,2566,2566,125878867,17626333,8126491,3974244,9499842,104278290,0.6715700327294168,0.46104263433579745,0.5467401628710911,0.3762163853308178,0.03157197148906655,0.03671271103917068,0.09612999614939337
official_water_memory,jrc_memory_control_bin,missing_jrc_water_memory,r20,2566,2566,125878867,17626333,16635407,21207730,990926,87044804,0.43958847809049234,0.9437815000998789,0.5998040724023503,0.4283715304267802,0.16847728697780542,0.19590977888794733,0.30063137603550244
official_water_memory,jrc_memory_control_bin,moderate,r19,710,710,32983943,6252416,3788012,9848420,2464404,16883107,0.2777861540320811,0.6058477235040023,0.3809181909379568,0.23526803204504412,0.2985822525827188,0.3684196566847827,0.413426375373011
official_water_memory,jrc_memory_control_bin,moderate,r20,710,710,32983943,6252416,6092365,16572247,160051,10159280,0.2688051752220598,0.9744017352652159,0.4213686828397441,0.2669202607723058,0.5024337751250662,0.6199513780114394,0.687140770283286
official_rainfall,rain_event3d_bin,high,r19,14412,14412,717200053,46469146,18016827,10662059,28452319,660068848,0.628226180054553,0.387715905086786,0.4795022975451972,0.31535877809683865,0.01486622728958443,0.01589617965823066,0.03998728929262921
official_rainfall,rain_event3d_bin,high,r20,14412,14412,717200053,46469146,42667865,43813579,3801281,626917328,0.49337595473082063,0.9181977435092094,0.6418604836578762,0.47260275983029976,0.06108975984696421,0.0653221411787425,0.12058203793802565
official_rainfall,rain_event3d_bin,low,r19,14412,14412,716703124,95980411,62137080,37164865,33843331,583557848,0.6257388009872314,0.647393351962204,0.6363819166540575,0.4666863283981626,0.051855313246827704,0.059873538089784704,0.13855380515963817
official_rainfall,rain_event3d_bin,low,r20,14412,14412,716703124,95980411,93848328,238617737,2132083,382104976,0.2822794200063697,0.9777862693253105,0.4380865907740597,0.2804807156314565,0.33293804506983005,0.38441921328565914,0.4638825391808952
official_rainfall,rain_event3d_bin,mid,r19,14412,14412,715089411,59298980,31331729,22354312,27967251,633436119,0.5836103466821105,0.5283687678944899,0.554617394813778,0.3837166663164052,0.031260862846142747,0.03408758491018604,0.07507598374995375
official_rainfall,rain_event3d_bin,mid,r20,14412,14412,715089411,59298980,55561317,163897407,3737663,491893024,0.25317433723892424,0.936969185641979,0.39863520328033697,0.24893466129449487,0.22919848130711587,0.249923450011426,0.30689690075693205
official_hydrography,hydro_distance_bin,far_2_10km,r19,11293,11293,560557290,41236416,22618881,11016207,18617535,508304667,0.6724787222200816,0.5485171407718847,0.6042053329127728,0.4328755132541385,0.01965224107601919,0.021212717515375668,0.06000294456967993
official_hydrography,hydro_distance_bin,far_2_10km,r20,11293,11293,560557290,41236416,39060485,104657763,2175931,414663111,0.2717851458918425,0.9472327808507898,0.42237902148820644,0.26773162073861767,0.1867030629465188,0.2015281269052166,0.2563845847049817
official_hydrography,hydro_distance_bin,mid_0_5_2km,r19,19721,19721,981245405,98593765,54606519,34723665,43987246,847927975,0.6112885539337969,0.5538536742156058,0.5811555077527665,0.40959774727130577,0.03538734023422,0.03934016935605535,0.09103755650198433
official_hydrography,hydro_distance_bin,mid_0_5_2km,r20,19721,19721,981245405,98593765,93996890,221880960,4596875,660770680,0.2975735398984133,0.9533756013881811,0.4535745590201635,0.29330515846452476,0.22612178245053793,0.2513799895052594,0.3219152399495822
official_hydrography,hydro_distance_bin,missing_hydrorivers,r19,3773,3773,186831052,11637780,7129443,3273610,4508337,171919662,0.685322183785856,0.6126119414527513,0.6469304494979841,0.47812061786325755,0.017521766135535115,0.018685706149720177,0.05568160586067888
official_hydrography,hydro_distance_bin,missing_hydrorivers,r20,3773,3773,186831052,11637780,11000210,16774222,637570,158419050,0.396055264064446,0.9452154964262943,0.5582132766361858,0.38716771876899064,0.08978283759810976,0.09574695311358761,0.1486606840922782
official_hydrography,hydro_distance_bin,near_0_500m,r19,8426,8426,419563571,50243079,27124095,21108978,23118984,348211514,0.5623546938425424,0.539857340351295,0.5508764192979433,0.3801445415932438,0.05031175120778062,0.057156259826492375,0.1149601069631472
official_hydrography,hydro_distance_bin,near_0_500m,r20,8426,8426,419563571,50243079,47990818,102845737,2252261,266474755,0.318164373351009,0.9551727114494715,0.47733146361306783,0.31348350097632216,0.245125516390459,0.278472869033219,0.3595082257510865
official_hydrography,hydro_distance_bin,very_far_gt10km,r19,23,23,795270,37497,6698,58776,30799,698997,0.10230014967773467,0.1786276235432168,0.1300948810830234,0.0695729851567937,0.07390697498962616,0.07756412540430974,0.08232927181963358
official_hydrography,hydro_distance_bin,very_far_gt10km,r20,23,23,795270,37497,29107,170041,8390,587732,0.1461576315102336,0.7762487665679921,0.245997168754886,0.1402490146382831,0.21381543375205905,0.22439569633650183,0.25041558212933973
official_land_cover,land_background_bin,built_up,r19,777,777,38702302,846854,272953,438237,573901,37417211,0.3837975787061123,0.3223141178998977,0.35037906503282323,0.2123997444538947,0.01132327994339975,0.011576589979862344,0.01837590952600184
official_land_cover,land_background_bin,built_up,r20,777,777,38702302,846854,695238,1411031,151616,36444417,0.3300803458627554,0.8209655973756987,0.47084933475510504,0.30791559357540355,0.03645858068080808,0.03727418573939476,0.05442231834168417
official_land_cover,land_background_bin,other,r19,40829,40829,2032181457,185675287,103625719,51629035,82049568,1794877135,0.6674560123292586,0.5581018382914901,0.6079001938113162,0.4366785995579128,0.025405720941975903,0.027960391272345436,0.07639807629639246
official_land_cover,land_background_bin,other,r20,40829,40829,2032181457,185675287,177074089,414240638,8601198,1432265532,0.29945827647211637,0.9536761292309192,0.4557950187503954,0.2951648416401015,0.20384037880727499,0.2243375325412533,0.2909753580140063
official_land_cover,land_background_bin,water_wetland,r19,1630,1630,78108829,15226396,7586964,18113964,7639432,44768469,0.2952019475716986,0.498277070949685,0.3707529962134832,0.22756095015170802,0.23190674129809322,0.2880608007008889,0.32903998599185247
official_land_cover,land_background_bin,water_wetland,r20,1630,1630,78108829,15226396,14308183,30677054,918213,32205379,0.3180639684081246,0.9396959727042433,0.4752630774853756,0.31170169126721414,0.3927475855514362,0.4878477586896169,0.5759302447102362
sar_timing,sar_post_lag_bin,1_3d,r19,168,168,8429568,551382,39901,27742,511481,7850444,0.5898762621409458,0.0723654381173125,0.1289156334558378,0.06889888866633052,0.0032910346058066084,0.0035213690055045667,0.008024491883807095
sar_timing,sar_post_lag_bin,1_3d,r20,168,168,8429568,551382,523322,5224641,28060,2653545,0.0910447753404119,0.9491096916475329,0.16615124270856732,0.0906024785566124,0.6197993776193513,0.6631781732495272,0.6818810880937196
sar_timing,sar_post_lag_bin,gt10d,r19,373,373,18512566,7866722,3921370,246603,3945352,10399241,0.9408338297776881,0.4984757310605358,0.6516775040829867,0.4833246541954131,0.013320843798747295,0.023164250763020762,0.22514291103675202
sar_timing,sar_post_lag_bin,gt10d,r20,373,373,18512566,7866722,7725986,1132552,140736,9513292,0.8721513640286919,0.9821099563452224,0.9238703613576111,0.8585121422016931,0.061177472642096185,0.10638442569701378,0.4785148639037938
sar_timing,sar_post_lag_bin,same_day,r19,42695,42695,2122050454,193330433,107524365,69906891,85806068,1858813130,0.6060057704827384,0.5561688521123832,0.5800187462194887,0.40846929822155464,0.032943086187337184,0.036245224936149505,0.08361311846546698
sar_timing,sar_post_lag_bin,same_day,r20,42695,42695,2122050454,193330433,183828202,439971530,9502231,1488748491,0.2946910563917972,0.9508497919724826,0.4499361542967882,0.2902694334456058,0.20733320886441092,0.22811581007588866,0.2939608390668359
sar_catalogue_pass_direction,sar_catalogue_pass_bin,all_ascending,r19,3997,3997,197643424,15337430,10499250,3828414,4838180,178477580,0.7327956601997366,0.6845508015358506,0.7078521308579032,0.5478104694998039,0.019370308014902637,0.020999934867747684,0.07249249031427425
sar_catalogue_pass_direction,sar_catalogue_pass_bin,all_ascending,r20,3997,3997,197643424,15337430,14795610,23623768,541820,158682226,0.38510800461163114,0.9646733514024188,0.5504646034786886,0.3797524398505405,0.1195272148290651,0.12958305693448566,0.19438733261370741
sar_catalogue_pass_direction,sar_catalogue_pass_bin,all_descending,r19,25437,25437,1266443649,153767188,97898169,63229327,55869019,1049447134,0.6075820169141088,0.6366648845786268,0.6217835611349984,0.4511508813862748,0.04992668015661548,0.05682633651041172,0.1272283185495291
sar_catalogue_pass_direction,sar_catalogue_pass_bin,all_descending,r20,25437,25437,1266443649,153767188,149962002,383553529,3805186,729122932,0.28108273009206924,0.9752535892117634,0.4363910159655855,0.27909216461497427,0.3028587409339995,0.34471253993751916,0.4212706435231213
sar_catalogue_pass_direction,sar_catalogue_pass_bin,mixed_or_ambiguous_pass_candidates,r19,13802,13802,684905515,32643919,3088217,3123495,29555702,649138101,0.4971603641636959,0.09460313266921168,0.15895853036076033,0.08634163487469348,0.00456047576139024,0.004788715170653708,0.009069443688156022
sar_catalogue_pass_direction,sar_catalogue_pass_bin,mixed_or_ambiguous_pass_candidates,r20,13802,13802,684905515,32643919,27319898,39151426,5324021,613110170,0.4110027656437233,0.8369061937691978,0.5512754077594301,0.3805246426491857,0.05716325119677274,0.060024116458942955,0.09705181597201769
sar_catalogue_platform,sar_catalogue_platform_bin,all_sentinel_1a_candidates,r19,30684,30684,1525277232,170335803,98642715,64090432,71693088,1290850997,0.6061624003375292,0.5791073471500293,0.5923260934410127,0.42078359958304157,0.042018874113765044,0.04730125644420014,0.10669086483813718
sar_catalogue_platform,sar_catalogue_platform_bin,all_sentinel_1a_candidates,r20,30684,30684,1525277232,170335803,162154072,393432328,8181731,961509101,0.2918611254703139,0.9519670506382032,0.44675330587732415,0.2876254670734483,0.25794152023374595,0.2903685130436734,0.3642527327779584
sar_catalogue_platform,sar_catalogue_platform_bin,all_sentinel_1b_candidates,r19,3855,3855,190334062,15387501,10520355,3826917,4867146,171119644,0.7332651810044446,0.6836948377777522,0.7076129351987991,0.5475239999462903,0.02010631707108736,0.021874776949745243,0.07537942420416584
sar_catalogue_platform,sar_catalogue_platform_bin,all_sentinel_1b_candidates,r20,3855,3855,190334062,15387501,14842451,20738454,545050,154208107,0.41714652845395583,0.9645783938535568,0.5824177040184463,0.41085283420189167,0.10895818531945164,0.11854164998419146,0.18693924054434355
sar_catalogue_platform,sar_catalogue_platform_bin,mixed_sentinel_1ab_candidates,r19,8697,8697,433381294,16025233,2322566,2263887,13702667,415092174,0.5063969913133308,0.14493180847978934,0.22536399982029612,0.1269916759253589,0.0052237764558430615,0.005424353954691939,0.010582951002956763
sar_catalogue_platform,sar_catalogue_platform_bin,mixed_sentinel_1ab_candidates,r20,8697,8697,433381294,16025233,15080987,32157941,944246,385198120,0.319249137067632,0.9410775493872694,0.4767624121340991,0.31299280948158376,0.07420242046718334,0.077051572997283,0.10900084672320906
sar_catalogue_relative_orbit,sar_catalogue_relative_orbit_bin,mixed_or_ambiguous_relative_orbit_candidates,r19,13802,13802,684905515,32643919,3088217,3123495,29555702,649138101,0.4971603641636959,0.09460313266921168,0.15895853036076033,0.08634163487469348,0.00456047576139024,0.004788715170653708,0.009069443688156022
sar_catalogue_relative_orbit,sar_catalogue_relative_orbit_bin,mixed_or_ambiguous_relative_orbit_candidates,r20,13802,13802,684905515,32643919,27319898,39151426,5324021,613110170,0.4110027656437233,0.8369061937691978,0.5512754077594301,0.3805246426491857,0.05716325119677274,0.060024116458942955,0.09705181597201769
sar_catalogue_relative_orbit,sar_catalogue_relative_orbit_bin,stable_single_relative_orbit_candidate,r19,29434,29434,1464087073,169104618,108397419,67057741,60707199,1227924714,0.617806959909301,0.641008035629163,0.6291936895780099,0.4589953261772762,0.045801743787406556,0.05178274094840922,0.11983929319209281
sar_catalogue_relative_orbit,sar_catalogue_relative_orbit_bin,stable_single_relative_orbit_candidate,r20,29434,29434,1464087073,169104618,164757612,407177297,4347006,887805158,0.2880705643375932,0.9742939840945088,0.44466619120035145,0.28589759232683887,0.27811002809120494,0.3144268831039877,0.3906426875473137
sar_catalogue_swath,sar_catalogue_swath_bin,iw_only_candidates,r19,38235,38235,1902339022,185603191,110947728,69425168,74655463,1647310663,0.6151019940379513,0.5977684295309341,0.606311351703151,0.4350407477624871,0.036494634866402906,0.04044021610451259,0.09481637810823396
sar_catalogue_swath,sar_catalogue_swath_bin,iw_only_candidates,r20,38235,38235,1902339022,185603191,180238396,439457788,5364795,1277278043,0.2908496141393054,0.9710953514802447,0.4476307857559184,0.28835330000659026,0.23100918549101812,0.25598451436993397,0.3257548611648045
sar_catalogue_swath,sar_catalogue_swath_bin,iw_plus_other_swath_candidates,r19,5001,5001,246653566,16145346,537908,756068,15607438,229752152,0.41570168225685794,0.03331659786046084,0.06168909548203766,0.03182621288372677,0.0030653033412863773,0.0032800045048285045,0.005246127274721826
sar_catalogue_swath,sar_catalogue_swath_bin,iw_plus_other_swath_candidates,r20,5001,5001,246653566,16145346,11839114,6870935,4306232,223637285,0.632767664050479,0.7332833870515999,0.6793274900485277,0.5143799730286575,0.027856621379639814,0.029807765640635288,0.07585557875129201
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,multi_candidate_source_dates,r19,41474,41474,2062071880,190800281,108147036,68088557,82653245,1803183042,0.6136503651677219,0.5668075300161639,0.5892995407854874,0.41773541430163935,0.033019487662088676,0.036386250417302465,0.08546530055974576
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,multi_candidate_source_dates,r20,41474,41474,2062071880,190800281,181978058,432560819,8822223,1438710780,0.29612131113390894,0.953762002059106,0.45192899461620367,0.2919304043835908,0.20977000035517676,0.2311587581573721,0.29802010442041427
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,two_candidates_per_source_date,r19,1762,1762,86920708,10948256,3338600,2092679,7609656,73879773,0.614698674106044,0.3049435453464004,0.4076550402682372,0.2560092508704322,0.02407572427965037,0.027545234422603603,0.0624854436298425
sar_catalogue_candidate_density,sar_catalogue_candidate_density_bin,two_candidates_per_source_date,r20,1762,1762,86920708,10948256,10099452,13767904,848804,62204548,0.42314917496517,0.9224713050188085,0.5801680004935716,0.4086173580361998,0.1583961327144275,0.18122231990090304,0.27458768513482423
joint_rain_memory,official_rain_memory_regime,high__dry_or_trace,r19,11447,11447,570075947,16733605,3542383,986925,13191222,552355417,0.7821024756982744,0.21169275837454032,0.3331982781474956,0.19990276814519656,0.0017312167005004335,0.0017835703597755762,0.007945095778615617
joint_rain_memory,official_rain_memory_regime,high__dry_or_trace,r20,11447,11447,570075947,16733605,14392080,21213701,2341525,532128641,0.404206272009593,0.8600704988554468,0.5499521908797326,0.3792648679724458,0.0372120611501611,0.03833738969500368,0.06245796053556352
joint_rain_memory,official_rain_memory_regime,high__high,r19,1,1,48820,0,0,34020,0,14800,0.0,0.0,0.0,0.0,0.6968455551003687,0.6968455551003687,0.6968455551003687
joint_rain_memory,official_rain_memory_regime,high__high,r20,1,1,48820,0,0,42061,0,6759,0.0,0.0,0.0,0.0,0.8615526423596886,0.8615526423596886,0.8615526423596886
joint_rain_memory,official_rain_memory_regime,high__low,r19,2692,2692,133783435,27017962,13040944,5075006,13977018,101690467,0.7198597920616915,0.4826768207017243,0.57787784936524,0.40634895469935967,0.0379344871807186,0.047534149921295246,0.1354125045451255
joint_rain_memory,official_rain_memory_regime,high__low,r20,2692,2692,133783435,27017962,25638245,15558992,1379717,91206481,0.6223292353319714,0.9489333429368211,0.7516871716521709,0.6021624985197391,0.1162998393635206,0.14573055841751387,0.3079397460530147
joint_rain_memory,official_rain_memory_regime,high__moderate,r19,272,272,13291851,2717579,1433500,4566108,1284079,6008164,0.23893227690875804,0.5274915651026152,0.3288905010297473,0.1968096652148836,0.3435268722166687,0.4318129891116854,0.45137490632418314
joint_rain_memory,official_rain_memory_regime,high__moderate,r20,272,272,13291851,2717579,2637540,6998825,80039,3575447,0.27370694239996096,0.970547682330486,0.42699562180304523,0.27145227802384503,0.5265500643965991,0.6618729875683168,0.724982923747791
joint_rain_memory,official_rain_memory_regime,low__dry_or_trace,r19,9594,9594,478141022,32744916,19677411,15708742,13067505,429687364,0.5560765817069745,0.6009302634949498,0.5776340013100337,0.4061078525794688,0.03285378429629909,0.03526914983850353,0.07400777463515774
joint_rain_memory,official_rain_memory_regime,low__dry_or_trace,r20,9594,9594,478141022,32744916,32096271,186514375,648645,258881731,0.1468193410855206,0.9801909707143546,0.2553854049985176,0.1463849985723068,0.3900823531514516,0.41876067726555294,0.45720955940065733
joint_rain_memory,official_rain_memory_regime,low__high,r19,38,38,1903753,90158,85857,1500030,4301,313565,0.054138157384479475,0.9522948601344307,0.10245190314102545,0.05399172927980843,0.7879330984639289,0.8271030742806414,0.8330319111775529
joint_rain_memory,official_rain_memory_regime,low__high,r20,38,38,1903753,90158,90000,1792565,158,21030,0.04780711422978755,0.9982475210186561,0.09124443725753692,0.047803102208875126,0.9415953645247046,0.9884042468136491,0.9888704049317322
joint_rain_memory,official_rain_memory_regime,low__low,r19,2772,2772,138677859,49054917,36674405,14385304,12380512,75237638,0.7182650610092588,0.7476193467007599,0.7326482945658709,0.5780939035505567,0.10373180047436412,0.16050916962757147,0.3681893372755344
joint_rain_memory,official_rain_memory_regime,low__low,r20,2772,2772,138677859,49054917,48520047,38079892,534870,51543050,0.5602780736369802,0.9890965058609721,0.7153455236427364,0.5568388518531096,0.27459244233068236,0.4248900019372272,0.6244683875599781
joint_rain_memory,official_rain_memory_regime,low__missing_jrc_water_memory,r19,1800,1800,88689614,12196628,4226700,2831104,7969928,73661882,0.5988689966454155,0.34654660288073064,0.4390365812920371,0.28126000649998284,0.03192148293711144,0.03701128885202625,0.07957869790706272
joint_rain_memory,official_rain_memory_regime,low__missing_jrc_water_memory,r20,1800,1800,88689614,12196628,11290349,7941777,906279,68551209,0.5870567299735869,0.9256942984569178,0.7184725808729165,0.5606376969774916,0.08954573869269518,0.10382359763024547,0.21684755556608917
joint_rain_memory,official_rain_memory_regime,low__moderate,r19,208,208,9290876,1893792,1472707,2739685,421085,4657399,0.3496129989801519,0.7776498158192663,0.48236574593887116,0.3178405763101878,0.29487908352237185,0.37037364994097677,0.45339018624293337
joint_rain_memory,official_rain_memory_regime,low__moderate,r20,208,208,9290876,1893792,1851661,4289128,42131,3107956,0.30153470506802954,0.9777531006573056,0.4609228533510335,0.29948001914952804,0.46164947201964596,0.5798403803444708,0.6609483325361355
joint_rain_memory,official_rain_memory_regime,mid__dry_or_trace,r19,10917,10917,542987342,24179153,8350833,9348738,15828320,509459451,0.47180990996900435,0.34537326431575166,0.39881028848920996,0.24907122848854407,0.017217230084159124,0.01801964232295493,0.032596654895870485
joint_rain_memory,official_rain_memory_regime,mid__dry_or_trace,r20,10917,10917,542987342,24179153,21299296,116349904,2879857,402458285,0.15473606820816976,0.8808950421050729,0.26323318015848557,0.1515650674294356,0.2142773781271682,0.22426381554281904,0.25350351537292376
